This file has exactly 18.1 minutes of night flight time. From 2335Z to 2353Z. Sunset in this area is 2253Z.| a1c273 | 1517270006 | 33.20114911612818 | -96.74218625438454 |

| a1c273 | 1517270002 | 33.19998531018273 | -96.7422423070791  |
| a1c273 | 1517270000 | 33.19935607910156 | -96.7423095703125  |
| a1c273 | 1517269999 | 33.19905426542638 | -96.7423544124681  |
| a1c273 | 1517269998 | 33.19889831542969 | -96.74241943359374 |
| a1c273 | 1517269997 | 33.19849563857256 | -96.74252257055167 |
| a1c273 | 1517269992 | 33.19715881347656 | -96.74285888671875 |
| a1c273 | 1517269991 | 33.19683837890625 | -96.74291381835934 |
| a1c273 | 1517269990 | 33.19656372070312 | -96.74302368164064 |
| a1c273 | 1517269989 | 33.19626113115731 | -96.74313915019133 |
| a1c273 | 1517269988 | 33.19596862792969 | -96.74329833984376 |
| a1c273 | 1517269987 | 33.1957025043035  | -96.7434194136639  |
| a1c273 | 1517269986 | 33.19537663863877 | -96.74358757174747 |
| a1c273 | 1517269985 | 33.19523698192532 | -96.74364362444197 |
| a1c273 | 1517269984 | 33.19495766849841 | -96.74386783522004 |
| a1c273 | 1517269983 | 33.1946783550715  | -96.74420415138712 |
| a1c273 | 1517269982 | 33.19449214612023 | -96.7444844148597  |
| a1c273 | 1517269981 | 33.19430593716896 | -96.74482073102678 |
| a1c273 | 1517269980 | 33.19418334960938 | -96.74511108398434 |
| a1c273 | 1517269979 | 33.19402662374205 | -96.74549336336094 |
| a1c273 | 1517269978 | 33.19390869140625 | -96.74593505859372 |
| a1c273 | 1517269977 | 33.19381713867188 | -96.74637451171873 |
| a1c273 | 1517269976 | 33.19379386255297 | -96.74678257533481 |
| a1c273 | 1517269975 | 33.19374731031515 | -96.74723099689095 |
| a1c273 | 1517269974 | 33.19384041479078 | -96.7478475765306  |
| a1c273 | 1517269973 | 33.1938869670286  | -96.74807178730867 |
| a1c273 | 1517269972 | 33.19407317597987 | -96.74868836694833 |
| a1c273 | 1517269971 | 33.19418334960938 | -96.7489013671875  |
| a1c273 | 1517269970 | 33.19450378417969 | -96.7493957519531  |
| a1c273 | 1517269969 | 33.19481801178495 | -96.74969731544962 |
| a1c273 | 1517269968 | 33.19496154785156 | -96.74983520507811 |
| a1c273 | 1517269967 | 33.19528198242188 | -96.75005493164059 |
| a1c273 | 1517269966 | 33.19583129882812 | -96.75027465820312 |
| a1c273 | 1517269965 | 33.19619750976562 | -96.75032958984372 |
| a1c273 | 1517269964 | 33.19663354905985 | -96.75042600047829 |
| a1c273 | 1517269963 | 33.19683837890625 | -96.75043945312501 |
| a1c273 | 1517269918 | 33.22112002615201 | -96.75025784239477 |
| a1c273 | 1517269912 | 33.22503662109375 | -96.75             |
| a1c273 | 1517269910 | 33.22638042902543 | -96.74986547353313 |
| a1c273 | 1517269909 | 33.22689250364142 | -96.74980942083863 |
| a1c273 | 1517269908 | 33.22787475585938 | -96.74967041015623 |
| a1c273 | 1517269907 | 33.22828674316406 | -96.74956054687499 |
| a1c273 | 1517269906 | 33.22884769762977 | -96.74947310467155 |
| a1c273 | 1517269905 | 33.22949942895922 | -96.74924889389348 |
| a1c273 | 1517269904 | 33.23025512695312 | -96.74901123046874 |
| a1c273 | 1517269903 | 33.23089599609375 | -96.74879150390626 |
| a1c273 | 1517269902 | 33.23153686523438 | -96.74851684570314 |
| a1c273 | 1517269901 | 33.23210635427701 | -96.74823994539219 |
| a1c273 | 1517269900 | 33.23271153336864 | -96.74790362922511 |
| a1c273 | 1517269899 | 33.23336326469809 | -96.74751126036352 |
| a1c273 | 1517269898 | 33.23424775721663 | -96.74683862802931 |
| a1c273 | 1517269897 | 33.23455810546875 | -96.74653930664061 |
| a1c273 | 1517269896 | 33.23531845868644 | -96.74582967952807 |
| a1c273 | 1517269895 | 33.23561096191406 | -96.74549560546876 |
| a1c273 | 1517269894 | 33.23610984672934 | -96.74482073102678 |
| a1c273 | 1517269893 | 33.23652648925781 | -96.74417724609373 |
| a1c273 | 1517269892 | 33.23689270019531 | -96.74346313476559 |
| a1c273 | 1517269891 | 33.23735046386719 | -96.74236450195309 |
| a1c273 | 1517269890 | 33.23744201660156 | -96.74208984374997 |
| a1c273 | 1517269889 | 33.23771667480469 | -96.74132080078124 |
| a1c273 | 1517269888 | 33.23792538400424 | -96.74044862085458 |
| a1c273 | 1517269887 | 33.23808288574219 | -96.73978271484373 |
| a1c273 | 1517269886 | 33.23820469743114 | -96.7390473034917  |
| a1c273 | 1517269884 | 33.23849487304688 | -96.73725585937501 |
| a1c273 | 1517269849 | 33.24146335407839 | -96.7093393753986  |
| a1c273 | 1517269846 | 33.24192887645657 | -96.70653674067285 |
| a1c273 | 1517269843 | 33.242431640625   | -96.70418701171872 |
| a1c273 | 1517269840 | 33.24302673339844 | -96.70171508789059 |
| a1c273 | 1517269832 | 33.24481201171875 | -96.69517822265624 |
| a1c273 | 1517269830 | 33.24526977539062 | -96.69314575195312 |
| a1c273 | 1517269818 | 33.24718927932998 | -96.68349908322705 |
| a1c273 | 1517269811 | 33.2485392942267  | -96.67772565569197 |
| a1c273 | 1517269801 | 33.2509134583554  | -96.66909354073658 |
| a1c273 | 1517269795 | 33.25244968220339 | -96.66388064014666 |
| a1c273 | 1517269793 | 33.25291442871094 | -96.66243896484372 |
| a1c273 | 1517269792 | 33.25319451800847 | -96.66169458506056 |
| a1c273 | 1517269790 | 33.25384624933793 | -96.66006905691961 |
| a1c273 | 1517269789 | 33.25419616699219 | -96.65936279296875 |
